under,top,pred_th
73,113,unknown
73,114,unknown
73,115,unknown
73,116,unknown
73,117,unknown
73,118,unknown
73,119,unknown
73,120,unknown
73,121,unknown
73,122,unknown
73,123,unknown
73,124,unknown
74,68,unknown
74,69,unknown
74,70,unknown
74,71,unknown
74,72,unknown
74,73,unknown
74,74,unknown
74,75,unknown
74,76,unknown
74,77,unknown
74,78,unknown
74,79,unknown
74,80,unknown
74,81,unknown
74,82,unknown
74,83,A
74,84,A
74,85,A
74,86,A
74,87,B
74,88,B
74,89,C
74,90,C
74,91,C
74,92,D
74,93,D
74,94,D
74,95,E
74,96,unknown
74,97,unknown
74,98,F
74,99,unknown
74,100,unknown
74,101,unknown
74,102,unknown
74,103,unknown
74,104,unknown
74,105,unknown
74,106,unknown
74,107,unknown
74,108,unknown
74,109,unknown
74,110,unknown
74,111,unknown
74,112,unknown
74,113,unknown
74,114,unknown
74,115,unknown
74,116,unknown
74,117,unknown
74,118,unknown
74,119,unknown
74,120,unknown
74,121,unknown
74,122,unknown
74,123,unknown
74,124,unknown
75,68,unknown
75,69,unknown
75,70,unknown
75,71,unknown
75,72,unknown
75,73,unknown
75,74,unknown
75,75,unknown
75,76,unknown
75,77,unknown
75,78,unknown
75,79,unknown
75,80,unknown
75,81,unknown
75,82,unknown
75,83,AA
75,84,A
75,85,A
75,86,A
75,87,B
75,88,B
75,89,C
75,90,C
75,91,C
75,92,D
75,93,D
75,94,D
75,95,E
75,96,E
75,97,F
75,98,F
75,99,F
75,100,unknown
75,101,unknown
75,102,unknown
75,103,unknown
75,104,unknown
75,105,unknown
75,106,unknown
75,107,unknown
75,108,unknown
75,109,unknown
75,110,unknown
75,111,unknown
75,112,unknown
75,113,unknown
75,114,unknown
75,115,unknown
75,116,unknown
75,117,unknown
75,118,unknown
75,119,unknown
75,120,unknown
75,121,unknown
75,122,unknown
75,123,unknown
75,124,unknown
76,68,unknown
76,69,unknown
76,70,unknown
76,71,unknown
76,72,unknown
76,73,unknown
76,74,unknown
76,75,unknown
76,76,unknown
76,77,unknown
76,78,unknown
76,79,unknown
76,80,unknown
76,81,unknown
76,82,unknown
76,83,A
76,84,A
76,85,A
76,86,A
76,87,B
76,88,B
76,89,B
76,90,C
76,91,C
76,92,D
76,93,D
76,94,D
76,95,E
76,96,unknown
76,97,unknown
76,98,F
76,99,unknown
76,100,unknown
76,101,unknown
76,102,unknown
76,103,unknown
76,104,unknown
76,105,unknown
76,106,unknown
76,107,unknown
76,108,unknown
76,109,unknown
76,110,unknown
76,111,unknown
76,112,unknown
76,113,unknown
76,114,unknown
76,115,unknown
76,116,unknown
76,117,unknown
76,118,unknown
76,119,unknown
76,120,unknown
76,121,unknown
76,122,unknown
76,123,unknown
76,124,unknown
77,68,unknown
77,69,unknown
77,70,unknown
77,71,unknown
77,72,unknown
77,73,unknown
77,74,unknown
77,75,unknown
77,76,unknown
77,77,unknown
77,78,unknown
77,79,unknown
77,80,unknown
77,81,unknown
77,82,unknown
77,83,unknown
77,84,A
77,85,A
77,86,A
77,87,unknown
77,88,B
77,89,unknown
77,90,C
77,91,unknown
77,92,unknown
77,93,unknown
77,94,unknown
77,95,unknown
77,96,unknown
77,97,unknown
77,98,unknown
77,99,unknown
77,100,unknown
77,101,unknown
77,102,unknown
77,103,unknown
77,104,unknown
77,105,unknown
77,106,unknown
77,107,unknown
77,108,unknown
77,109,unknown
77,110,unknown
77,111,unknown
77,112,unknown
77,113,unknown
77,114,unknown
77,115,unknown
77,116,unknown
77,117,unknown
77,118,unknown
77,119,unknown
77,120,unknown
77,121,unknown
77,122,unknown
77,123,unknown
77,124,unknown
78,68,unknown
78,69,unknown
78,70,unknown
78,71,unknown
78,72,unknown
78,73,unknown
78,74,unknown
78,75,unknown
78,76,unknown
78,77,unknown
78,78,unknown
78,79,unknown
78,80,unknown
78,81,unknown
78,82,unknown
78,83,unknown
78,84,unknown
78,85,A
78,86,unknown
78,87,unknown
78,88,unknown
78,89,A
78,90,A
78,91,A
78,92,unknown
78,93,B
78,94,unknown
78,95,C
78,96,unknown
78,97,unknown
78,98,unknown
78,99,unknown
78,100,unknown
78,101,unknown
78,102,unknown
78,103,unknown
78,104,unknown
78,105,unknown
78,106,unknown
78,107,unknown
78,108,unknown
78,109,unknown
78,110,unknown
78,111,unknown
78,112,unknown
78,113,unknown
78,114,unknown
78,115,unknown
78,116,unknown
78,117,unknown
78,118,unknown
78,119,unknown
78,120,unknown
78,121,unknown
78,122,unknown
78,123,unknown
78,124,unknown
79,68,unknown
79,69,unknown
79,70,unknown
79,71,unknown
79,72,unknown
79,73,unknown
79,74,unknown
79,75,unknown
79,76,unknown
79,77,unknown
79,78,unknown
79,79,unknown
79,80,unknown
79,81,unknown
79,82,unknown
79,83,unknown
79,84,unknown
79,85,unknown
79,86,unknown
79,87,unknown
79,88,A
79,89,A
79,90,A
79,91,A
79,92,B
79,93,B
79,94,C
79,95,C
79,96,C
79,97,D
79,98,D
79,99,D
79,100,E
79,101,unknown
79,102,unknown
79,103,F
79,104,unknown
79,105,unknown
79,106,unknown
79,107,unknown
79,108,unknown
79,109,unknown
79,110,unknown
79,111,unknown
79,112,unknown
79,113,unknown
79,114,unknown
79,115,unknown
79,116,unknown
79,117,unknown
79,118,unknown
79,119,unknown
79,120,unknown
79,121,unknown
79,122,unknown
79,123,unknown
79,124,unknown
80,68,unknown
80,69,unknown
80,70,unknown
80,71,unknown
80,72,unknown
80,73,unknown
80,74,unknown
80,75,unknown
80,76,unknown
80,77,unknown
80,78,unknown
80,79,unknown
80,80,unknown
80,81,unknown
80,82,unknown
80,83,unknown
80,84,unknown
80,85,unknown
80,86,unknown
80,87,unknown
80,88,AA
80,89,A
80,90,A
80,91,A
80,92,B
80,93,B
80,94,C
80,95,C
80,96,C
80,97,D
80,98,D
80,99,D
80,100,E
80,101,E
80,102,F
80,103,F
80,104,F
80,105,unknown
80,106,unknown
80,107,unknown
80,108,unknown
80,109,unknown
80,110,unknown
80,111,unknown
80,112,unknown
80,113,unknown
80,114,unknown
80,115,unknown
80,116,unknown
80,117,unknown
80,118,unknown
80,119,unknown
80,120,unknown
80,121,unknown
80,122,unknown
80,123,unknown
80,124,unknown
81,68,unknown
81,69,unknown
81,70,unknown
81,71,unknown
81,72,unknown
81,73,unknown
81,74,unknown
81,75,unknown
81,76,unknown
81,77,unknown
81,78,unknown
81,79,unknown
81,80,unknown
81,81,unknown
81,82,unknown
81,83,unknown
81,84,unknown
81,85,unknown
81,86,unknown
81,87,unknown
81,88,A
81,89,A
81,90,A
81,91,A
81,92,B
81,93,B
81,94,B
81,95,C
81,96,C
81,97,D
81,98,D
81,99,D
81,100,E
81,101,unknown
81,102,unknown
81,103,F
81,104,unknown
81,105,unknown
81,106,unknown
81,107,unknown
81,108,unknown
81,109,unknown
81,110,unknown
81,111,unknown
81,112,unknown
81,113,unknown
81,114,unknown
81,115,unknown
81,116,unknown
81,117,unknown
81,118,unknown
81,119,unknown
81,120,unknown
81,121,unknown
81,122,unknown
81,123,unknown
81,124,unknown
82,68,unknown
82,69,unknown
82,70,unknown
82,71,unknown
82,72,unknown
82,73,unknown
82,74,unknown
82,75,unknown
82,76,unknown
82,77,unknown
82,78,unknown
82,79,unknown
82,80,unknown
82,81,unknown
82,82,unknown
82,83,unknown
82,84,unknown
82,85,unknown
82,86,unknown
82,87,unknown
82,88,unknown
82,89,A
82,90,A
82,91,A
82,92,unknown
82,93,B
82,94,unknown
82,95,C
82,96,unknown
82,97,unknown
82,98,unknown
82,99,unknown
82,100,unknown
82,101,unknown
82,102,unknown
82,103,unknown
82,104,unknown
82,105,unknown
82,106,unknown
82,107,unknown
82,108,unknown
82,109,unknown
82,110,unknown
82,111,unknown
82,112,unknown
82,113,unknown
82,114,unknown
82,115,unknown
82,116,unknown
82,117,unknown
82,118,unknown
82,119,unknown
82,120,unknown
82,121,unknown
82,122,unknown
82,123,unknown
82,124,unknown
83,68,unknown
83,69,unknown
83,70,unknown
83,71,unknown
83,72,unknown
83,73,unknown
83,74,unknown
83,75,unknown
83,76,unknown
83,77,unknown
83,78,unknown
83,79,unknown
83,80,unknown
83,81,unknown
83,82,unknown
83,83,unknown
83,84,unknown
83,85,unknown
83,86,unknown
83,87,unknown
83,88,unknown
83,89,unknown
83,90,A
83,91,unknown
83,92,unknown
83,93,A
83,94,A
83,95,A
83,96,A
83,97,unknown
83,98,B
83,99,unknown
83,100,C
83,101,unknown
83,102,unknown
83,103,unknown
83,104,unknown
83,105,unknown
83,106,unknown
83,107,unknown
83,108,unknown
83,109,unknown
83,110,unknown
83,111,unknown
83,112,unknown
83,113,unknown
83,114,unknown
83,115,unknown
83,116,unknown
83,117,unknown
83,118,unknown
83,119,unknown
83,120,unknown
83,121,unknown
83,122,unknown
83,123,unknown
83,124,unknown
84,68,unknown
84,69,unknown
84,70,unknown
84,71,unknown
84,72,unknown
84,73,unknown
84,74,unknown
84,75,unknown
84,76,unknown
84,77,unknown
84,78,unknown
84,79,unknown
84,80,unknown
84,81,unknown
84,82,unknown
84,83,unknown
84,84,unknown
84,85,unknown
84,86,unknown
84,87,unknown
84,88,unknown
84,89,unknown
84,90,unknown
84,91,unknown
84,92,unknown
84,93,A
84,94,A
84,95,A
84,96,A
84,97,B
84,98,B
84,99,C
84,100,C
84,101,C
84,102,D
84,103,D
84,104,D
84,105,E
84,106,unknown
84,107,unknown
84,108,F
84,109,unknown
84,110,unknown
84,111,unknown
84,112,unknown
84,113,unknown
84,114,unknown
84,115,unknown
84,116,unknown
84,117,unknown
84,118,unknown
84,119,unknown
84,120,unknown
84,121,unknown
84,122,unknown
84,123,unknown
84,124,unknown
85,68,unknown
85,69,unknown
85,70,unknown
85,71,unknown
85,72,unknown
85,73,unknown
85,74,unknown
85,75,unknown
85,76,unknown
85,77,unknown
85,78,unknown
85,79,unknown
85,80,unknown
85,81,unknown
85,82,unknown
85,83,unknown
85,84,unknown
85,85,unknown
85,86,unknown
85,87,unknown
85,88,unknown
85,89,unknown
85,90,unknown
85,91,unknown
85,92,A
85,93,A
85,94,A
85,95,A
85,96,A
85,97,B
85,98,B
85,99,C
85,100,C
85,101,C
85,102,D
85,103,D
85,104,D
85,105,E
85,106,E
85,107,F
85,108,F
85,109,F
85,110,unknown
85,111,unknown
85,112,unknown
85,113,unknown
85,114,unknown
85,115,unknown
85,116,unknown
85,117,unknown
85,118,unknown
85,119,unknown
85,120,unknown
85,121,unknown
85,122,unknown
85,123,unknown
85,124,unknown
86,68,unknown
86,69,unknown
86,70,unknown
86,71,unknown
86,72,unknown
86,73,unknown
86,74,unknown
86,75,unknown
86,76,unknown
86,77,unknown
86,78,unknown
86,79,unknown
86,80,unknown
86,81,unknown
86,82,unknown
86,83,unknown
86,84,unknown
86,85,unknown
86,86,unknown
86,87,unknown
86,88,unknown
86,89,unknown
86,90,unknown
86,91,unknown
86,92,unknown
86,93,A
86,94,A
86,95,A
86,96,A
86,97,B
86,98,B
86,99,B
86,100,C
86,101,C
86,102,D
86,103,D
86,104,D
86,105,E
86,106,unknown
86,107,unknown
86,108,F
86,109,unknown
86,110,unknown
86,111,unknown
86,112,unknown
86,113,unknown
86,114,unknown
86,115,unknown
86,116,unknown
86,117,unknown
86,118,unknown
86,119,unknown
86,120,unknown
86,121,unknown
86,122,unknown
86,123,unknown
86,124,unknown
87,68,unknown
87,69,unknown
87,70,unknown
87,71,unknown
87,72,unknown
87,73,unknown
87,74,unknown
87,75,unknown
87,76,unknown
87,77,unknown
87,78,unknown
87,79,unknown
87,80,unknown
87,81,unknown
87,82,unknown
87,83,unknown
87,84,unknown
87,85,unknown
87,86,unknown
87,87,unknown
87,88,unknown
87,89,unknown
87,90,unknown
87,91,unknown
87,92,unknown
87,93,A
87,94,A
87,95,A
87,96,A
87,97,unknown
87,98,B
87,99,unknown
87,100,C
87,101,unknown
87,102,unknown
87,103,unknown
87,104,unknown
87,105,unknown
87,106,unknown
87,107,unknown
87,108,unknown
87,109,unknown
87,110,unknown
87,111,unknown
87,112,unknown
87,113,unknown
87,114,unknown
87,115,unknown
87,116,unknown
87,117,unknown
87,118,unknown
87,119,unknown
87,120,unknown
87,121,unknown
87,122,unknown
87,123,unknown
87,124,unknown
88,68,unknown
88,69,unknown
88,70,unknown
88,71,unknown
88,72,unknown
88,73,unknown
88,74,unknown
88,75,unknown
88,76,unknown
88,77,unknown
88,78,unknown
88,79,unknown
88,80,unknown
88,81,unknown
88,82,unknown
88,83,unknown
88,84,unknown
88,85,unknown
88,86,unknown
88,87,unknown
88,88,unknown
88,89,unknown
88,90,unknown
88,91,unknown
88,92,unknown
88,93,unknown
88,94,unknown
88,95,A
88,96,unknown
88,97,unknown
88,98,A
88,99,A
88,100,A
88,101,A
88,102,unknown
88,103,B
88,104,unknown
88,105,C
88,106,unknown
88,107,unknown
88,108,unknown
88,109,unknown
88,110,unknown
88,111,unknown
88,112,unknown
88,113,unknown
88,114,unknown
88,115,unknown
88,116,unknown
88,117,unknown
88,118,unknown
88,119,unknown
88,120,unknown
88,121,unknown
88,122,unknown
88,123,unknown
88,124,unknown
89,68,unknown
89,69,unknown
89,70,unknown
89,71,unknown
89,72,unknown
89,73,unknown
89,74,unknown
89,75,unknown
89,76,unknown
89,77,unknown
89,78,unknown
89,79,unknown
89,80,unknown
89,81,unknown
89,82,unknown
89,83,unknown
89,84,unknown
89,85,unknown
89,86,unknown
89,87,unknown
89,88,unknown
89,89,unknown
89,90,unknown
89,91,unknown
89,92,unknown
89,93,unknown
89,94,unknown
89,95,unknown
89,96,unknown
89,97,unknown
89,98,A
89,99,A
89,100,A
89,101,A
89,102,B
89,103,B
89,104,C
89,105,C
89,106,C
89,107,D
89,108,D
89,109,D
89,110,E
89,111,unknown
89,112,unknown
89,113,unknown
89,114,unknown
89,115,unknown
89,116,unknown
89,117,unknown
89,118,unknown
89,119,unknown
89,120,unknown
89,121,unknown
89,122,unknown
89,123,unknown
89,124,unknown
90,68,unknown
90,69,unknown
90,70,unknown
90,71,unknown
90,72,unknown
90,73,unknown
90,74,unknown
90,75,unknown
90,76,unknown
90,77,unknown
90,78,unknown
90,79,unknown
90,80,unknown
90,81,unknown
90,82,unknown
90,83,unknown
90,84,unknown
90,85,unknown
90,86,unknown
90,87,unknown
90,88,unknown
90,89,unknown
90,90,unknown
90,91,unknown
90,92,unknown
90,93,unknown
90,94,unknown
90,95,unknown
90,96,unknown
90,97,A
90,98,A
90,99,A
90,100,A
90,101,A
90,102,B
90,103,B
90,104,C
90,105,C
90,106,C
90,107,D
90,108,D
90,109,D
90,110,E
90,111,E
90,112,unknown
90,113,unknown
90,114,unknown
90,115,unknown
90,116,unknown
90,117,unknown
90,118,unknown
90,119,unknown
90,120,unknown
90,121,unknown
90,122,unknown
90,123,unknown
90,124,unknown
91,68,unknown
91,69,unknown
91,70,unknown
91,71,unknown
91,72,unknown
91,73,unknown
91,74,unknown
91,75,unknown
91,76,unknown
91,77,unknown
91,78,unknown
91,79,unknown
91,80,unknown
91,81,unknown
91,82,unknown
91,83,unknown
91,84,unknown
91,85,unknown
91,86,unknown
91,87,unknown
91,88,unknown
91,89,unknown
91,90,unknown
91,91,unknown
91,92,unknown
91,93,unknown
91,94,unknown
91,95,unknown
91,96,unknown
91,97,unknown
91,98,A
91,99,A
91,100,A
91,101,A
91,102,B
91,103,B
91,104,B
91,105,C
91,106,C
91,107,D
91,108,D
91,109,D
91,110,E
91,111,unknown
91,112,unknown
91,113,unknown
91,114,unknown
91,115,unknown
91,116,unknown
91,117,unknown
91,118,unknown
91,119,unknown
91,120,unknown
91,121,unknown
91,122,unknown
91,123,unknown
91,124,unknown
92,68,unknown
92,69,unknown
92,70,unknown
92,71,unknown
92,72,unknown
92,73,unknown
92,74,unknown
92,75,unknown
