under,top,pred_th
92,76,unknown
92,77,unknown
92,78,unknown
92,79,unknown
92,80,unknown
92,81,unknown
92,82,unknown
92,83,unknown
92,84,unknown
92,85,unknown
92,86,unknown
92,87,unknown
92,88,unknown
92,89,unknown
92,90,unknown
92,91,unknown
92,92,unknown
92,93,unknown
92,94,unknown
92,95,unknown
92,96,unknown
92,97,unknown
92,98,A
92,99,A
92,100,A
92,101,A
92,102,unknown
92,103,B
92,104,unknown
92,105,C
92,106,unknown
92,107,unknown
92,108,unknown
92,109,unknown
92,110,unknown
92,111,unknown
92,112,unknown
92,113,unknown
92,114,unknown
92,115,unknown
92,116,unknown
92,117,unknown
92,118,unknown
92,119,unknown
92,120,unknown
92,121,unknown
92,122,unknown
92,123,unknown
92,124,unknown
93,68,unknown
93,69,unknown
93,70,unknown
93,71,unknown
93,72,unknown
93,73,unknown
93,74,unknown
93,75,unknown
93,76,unknown
93,77,unknown
93,78,unknown
93,79,unknown
93,80,unknown
93,81,unknown
93,82,unknown
93,83,unknown
93,84,unknown
93,85,unknown
93,86,unknown
93,87,unknown
93,88,unknown
93,89,unknown
93,90,unknown
93,91,unknown
93,92,unknown
93,93,unknown
93,94,unknown
93,95,unknown
93,96,unknown
93,97,unknown
93,98,unknown
93,99,unknown
93,100,A
93,101,unknown
93,102,unknown
93,103,A
93,104,A
93,105,A
93,106,A
93,107,unknown
93,108,B
93,109,unknown
93,110,C
93,111,unknown
93,112,unknown
93,113,unknown
93,114,unknown
93,115,unknown
93,116,unknown
93,117,unknown
93,118,unknown
93,119,unknown
93,120,unknown
93,121,unknown
93,122,unknown
93,123,unknown
93,124,unknown
94,68,unknown
94,69,unknown
94,70,unknown
94,71,unknown
94,72,unknown
94,73,unknown
94,74,unknown
94,75,unknown
94,76,unknown
94,77,unknown
94,78,unknown
94,79,unknown
94,80,unknown
94,81,unknown
94,82,unknown
94,83,unknown
94,84,unknown
94,85,unknown
94,86,unknown
94,87,unknown
94,88,unknown
94,89,unknown
94,90,unknown
94,91,unknown
94,92,unknown
94,93,unknown
94,94,unknown
94,95,unknown
94,96,unknown
94,97,unknown
94,98,unknown
94,99,unknown
94,100,unknown
94,101,unknown
94,102,unknown
94,103,A
94,104,A
94,105,A
94,106,A
94,107,B
94,108,B
94,109,C
94,110,C
94,111,C
94,112,D
94,113,D
94,114,D
94,115,unknown
94,116,unknown
94,117,unknown
94,118,unknown
94,119,unknown
94,120,unknown
94,121,unknown
94,122,unknown
94,123,unknown
94,124,unknown
95,68,unknown
95,69,unknown
95,70,unknown
95,71,unknown
95,72,unknown
95,73,unknown
95,74,unknown
95,75,unknown
95,76,unknown
95,77,unknown
95,78,unknown
95,79,unknown
95,80,unknown
95,81,unknown
95,82,unknown
95,83,unknown
95,84,unknown
95,85,unknown
95,86,unknown
95,87,unknown
95,88,unknown
95,89,unknown
95,90,unknown
95,91,unknown
95,92,unknown
95,93,unknown
95,94,unknown
95,95,unknown
95,96,unknown
95,97,unknown
95,98,unknown
95,99,unknown
95,100,unknown
95,101,unknown
95,102,A
95,103,A
95,104,A
95,105,A
95,106,A
95,107,B
95,108,B
95,109,C
95,110,C
95,111,C
95,112,D
95,113,D
95,114,D
95,115,unknown
95,116,unknown
95,117,unknown
95,118,unknown
95,119,unknown
95,120,unknown
95,121,unknown
95,122,unknown
95,123,unknown
95,124,unknown
96,68,unknown
96,69,unknown
96,70,unknown
96,71,unknown
96,72,unknown
96,73,unknown
96,74,unknown
96,75,unknown
96,76,unknown
96,77,unknown
96,78,unknown
96,79,unknown
96,80,unknown
96,81,unknown
96,82,unknown
96,83,unknown
96,84,unknown
96,85,unknown
96,86,unknown
96,87,unknown
96,88,unknown
96,89,unknown
96,90,unknown
96,91,unknown
96,92,unknown
96,93,unknown
96,94,unknown
96,95,unknown
96,96,unknown
96,97,unknown
96,98,unknown
96,99,unknown
96,100,unknown
96,101,unknown
96,102,unknown
96,103,A
96,104,A
96,105,A
96,106,A
96,107,B
96,108,B
96,109,B
96,110,C
96,111,C
96,112,D
96,113,D
96,114,D
96,115,unknown
96,116,unknown
96,117,unknown
96,118,unknown
96,119,unknown
96,120,unknown
96,121,unknown
96,122,unknown
96,123,unknown
96,124,unknown
97,68,unknown
97,69,unknown
97,70,unknown
97,71,unknown
97,72,unknown
97,73,unknown
97,74,unknown
97,75,unknown
97,76,unknown
97,77,unknown
97,78,unknown
97,79,unknown
97,80,unknown
97,81,unknown
97,82,unknown
97,83,unknown
97,84,unknown
97,85,unknown
97,86,unknown
97,87,unknown
97,88,unknown
97,89,unknown
97,90,unknown
97,91,unknown
97,92,unknown
97,93,unknown
97,94,unknown
97,95,unknown
97,96,unknown
97,97,unknown
97,98,unknown
97,99,unknown
97,100,unknown
97,101,unknown
97,102,unknown
97,103,A
97,104,A
97,105,A
97,106,A
97,107,unknown
97,108,B
97,109,unknown
97,110,C
97,111,unknown
97,112,unknown
97,113,unknown
97,114,unknown
97,115,unknown
97,116,unknown
97,117,unknown
97,118,unknown
97,119,unknown
97,120,unknown
97,121,unknown
97,122,unknown
97,123,unknown
97,124,unknown
98,68,unknown
98,69,unknown
98,70,unknown
98,71,unknown
98,72,unknown
98,73,unknown
98,74,unknown
98,75,unknown
98,76,unknown
98,77,unknown
98,78,unknown
98,79,unknown
98,80,unknown
98,81,unknown
98,82,unknown
98,83,unknown
98,84,unknown
98,85,unknown
98,86,unknown
98,87,unknown
98,88,unknown
98,89,unknown
98,90,unknown
98,91,unknown
98,92,unknown
98,93,unknown
98,94,unknown
98,95,unknown
98,96,unknown
98,97,unknown
98,98,unknown
98,99,unknown
98,100,unknown
98,101,unknown
98,102,unknown
98,103,unknown
98,104,unknown
98,105,A
98,106,unknown
98,107,unknown
98,108,A
98,109,A
98,110,A
98,111,A
98,112,unknown
98,113,B
98,114,unknown
98,115,C
98,116,unknown
98,117,unknown
98,118,unknown
98,119,unknown
98,120,unknown
98,121,unknown
98,122,unknown
98,123,unknown
98,124,unknown
99,68,unknown
99,69,unknown
99,70,unknown
99,71,unknown
99,72,unknown
99,73,unknown
99,74,unknown
99,75,unknown
99,76,unknown
99,77,unknown
99,78,unknown
99,79,unknown
99,80,unknown
99,81,unknown
99,82,unknown
99,83,unknown
99,84,unknown
99,85,unknown
99,86,unknown
99,87,unknown
99,88,unknown
99,89,unknown
99,90,unknown
99,91,unknown
99,92,unknown
99,93,unknown
99,94,unknown
99,95,unknown
99,96,unknown
99,97,unknown
99,98,unknown
99,99,unknown
99,100,unknown
99,101,unknown
99,102,unknown
99,103,unknown
99,104,unknown
99,105,unknown
99,106,unknown
99,107,unknown
99,108,A
99,109,A
99,110,A
99,111,A
99,112,B
99,113,B
99,114,C
99,115,C
99,116,C
99,117,D
99,118,D
99,119,D
99,120,unknown
99,121,unknown
99,122,unknown
99,123,unknown
99,124,unknown
100,68,unknown
100,69,unknown
100,70,unknown
100,71,unknown
100,72,unknown
100,73,unknown
100,74,unknown
100,75,unknown
100,76,unknown
100,77,unknown
100,78,unknown
100,79,unknown
100,80,unknown
100,81,unknown
100,82,unknown
100,83,unknown
100,84,unknown
100,85,unknown
100,86,unknown
100,87,unknown
100,88,unknown
100,89,unknown
100,90,unknown
100,91,unknown
100,92,unknown
100,93,unknown
100,94,unknown
100,95,unknown
100,96,unknown
100,97,unknown
100,98,unknown
100,99,unknown
100,100,unknown
100,101,unknown
100,102,unknown
100,103,unknown
100,104,unknown
100,105,unknown
100,106,unknown
100,107,A
100,108,A
100,109,A
100,110,A
100,111,A
100,112,B
100,113,B
100,114,C
100,115,C
100,116,C
100,117,D
100,118,D
100,119,D
100,120,unknown
100,121,unknown
100,122,unknown
100,123,unknown
100,124,unknown
101,68,unknown
101,69,unknown
101,70,unknown
101,71,unknown
101,72,unknown
101,73,unknown
101,74,unknown
101,75,unknown
101,76,unknown
101,77,unknown
101,78,unknown
101,79,unknown
101,80,unknown
101,81,unknown
101,82,unknown
101,83,unknown
101,84,unknown
101,85,unknown
101,86,unknown
101,87,unknown
101,88,unknown
101,89,unknown
101,90,unknown
101,91,unknown
101,92,unknown
101,93,unknown
101,94,unknown
101,95,unknown
101,96,unknown
101,97,unknown
101,98,unknown
101,99,unknown
101,100,unknown
101,101,unknown
101,102,unknown
101,103,unknown
101,104,unknown
101,105,unknown
101,106,unknown
101,107,unknown
101,108,A
101,109,A
101,110,A
101,111,A
101,112,B
101,113,B
101,114,B
101,115,C
101,116,C
101,117,D
101,118,D
101,119,D
101,120,unknown
101,121,unknown
101,122,unknown
101,123,unknown
101,124,unknown
102,68,unknown
102,69,unknown
102,70,unknown
102,71,unknown
102,72,unknown
102,73,unknown
102,74,unknown
102,75,unknown
102,76,unknown
102,77,unknown
102,78,unknown
102,79,unknown
102,80,unknown
102,81,unknown
102,82,unknown
102,83,unknown
102,84,unknown
102,85,unknown
102,86,unknown
102,87,unknown
102,88,unknown
102,89,unknown
102,90,unknown
102,91,unknown
102,92,unknown
102,93,unknown
102,94,unknown
102,95,unknown
102,96,unknown
102,97,unknown
102,98,unknown
102,99,unknown
102,100,unknown
102,101,unknown
102,102,unknown
102,103,unknown
102,104,unknown
102,105,unknown
102,106,unknown
102,107,unknown
102,108,A
102,109,A
102,110,A
102,111,A
102,112,unknown
102,113,B
102,114,unknown
102,115,C
102,116,unknown
102,117,unknown
102,118,unknown
102,119,unknown
102,120,unknown
102,121,unknown
102,122,unknown
102,123,unknown
102,124,unknown
103,68,unknown
103,69,unknown
103,70,unknown
103,71,unknown
103,72,unknown
103,73,unknown
103,74,unknown
103,75,unknown
103,76,unknown
103,77,unknown
103,78,unknown
103,79,unknown
103,80,unknown
103,81,unknown
103,82,unknown
103,83,unknown
103,84,unknown
103,85,unknown
103,86,unknown
103,87,unknown
103,88,unknown
103,89,unknown
103,90,unknown
103,91,unknown
103,92,unknown
103,93,unknown
103,94,unknown
103,95,unknown
103,96,unknown
103,97,unknown
103,98,unknown
103,99,unknown
103,100,unknown
103,101,unknown
103,102,unknown
103,103,unknown
103,104,unknown
103,105,unknown
103,106,unknown
103,107,unknown
103,108,unknown
103,109,unknown
103,110,A
103,111,unknown
103,112,unknown
103,113,A
103,114,A
103,115,A
103,116,A
103,117,unknown
103,118,B
103,119,unknown
103,120,C
103,121,unknown
103,122,unknown
103,123,unknown
103,124,unknown
104,68,unknown
104,69,unknown
104,70,unknown
104,71,unknown
104,72,unknown
104,73,unknown
104,74,unknown
104,75,unknown
104,76,unknown
104,77,unknown
104,78,unknown
104,79,unknown
104,80,unknown
104,81,unknown
104,82,unknown
104,83,unknown
104,84,unknown
104,85,unknown
104,86,unknown
104,87,unknown
104,88,unknown
104,89,unknown
104,90,unknown
104,91,unknown
104,92,unknown
104,93,unknown
104,94,unknown
104,95,unknown
104,96,unknown
104,97,unknown
104,98,unknown
104,99,unknown
104,100,unknown
104,101,unknown
104,102,unknown
104,103,unknown
104,104,unknown
104,105,unknown
104,106,unknown
104,107,unknown
104,108,unknown
104,109,unknown
104,110,unknown
104,111,unknown
104,112,unknown
104,113,A
104,114,A
104,115,A
104,116,A
104,117,B
104,118,B
104,119,C
104,120,C
104,121,C
104,122,unknown
104,123,unknown
104,124,unknown
105,68,unknown
105,69,unknown
105,70,unknown
105,71,unknown
105,72,unknown
105,73,unknown
105,74,unknown
105,75,unknown
105,76,unknown
105,77,unknown
105,78,unknown
105,79,unknown
105,80,unknown
105,81,unknown
105,82,unknown
105,83,unknown
105,84,unknown
105,85,unknown
105,86,unknown
105,87,unknown
105,88,unknown
105,89,unknown
105,90,unknown
105,91,unknown
105,92,unknown
105,93,unknown
105,94,unknown
105,95,unknown
105,96,unknown
105,97,unknown
105,98,unknown
105,99,unknown
105,100,unknown
105,101,unknown
105,102,unknown
105,103,unknown
105,104,unknown
105,105,unknown
105,106,unknown
105,107,unknown
105,108,unknown
105,109,unknown
105,110,unknown
105,111,unknown
105,112,A
105,113,A
105,114,A
105,115,A
105,116,A
105,117,B
105,118,B
105,119,C
105,120,C
105,121,C
105,122,C
105,123,unknown
105,124,unknown
106,68,unknown
106,69,unknown
106,70,unknown
106,71,unknown
106,72,unknown
106,73,unknown
106,74,unknown
106,75,unknown
106,76,unknown
106,77,unknown
106,78,unknown
106,79,unknown
106,80,unknown
106,81,unknown
106,82,unknown
106,83,unknown
106,84,unknown
106,85,unknown
106,86,unknown
106,87,unknown
106,88,unknown
106,89,unknown
106,90,unknown
106,91,unknown
106,92,unknown
106,93,unknown
106,94,unknown
106,95,unknown
106,96,unknown
106,97,unknown
106,98,unknown
106,99,unknown
106,100,unknown
106,101,unknown
106,102,unknown
106,103,unknown
106,104,unknown
106,105,unknown
106,106,unknown
106,107,unknown
106,108,unknown
106,109,unknown
106,110,unknown
106,111,unknown
106,112,unknown
106,113,A
106,114,A
106,115,A
106,116,A
106,117,B
106,118,B
106,119,B
106,120,C
106,121,C
106,122,unknown
106,123,unknown
106,124,unknown
107,68,unknown
107,69,unknown
107,70,unknown
107,71,unknown
107,72,unknown
107,73,unknown
107,74,unknown
107,75,unknown
107,76,unknown
107,77,unknown
107,78,unknown
107,79,unknown
107,80,unknown
107,81,unknown
107,82,unknown
107,83,unknown
107,84,unknown
107,85,unknown
107,86,unknown
107,87,unknown
107,88,unknown
107,89,unknown
107,90,unknown
107,91,unknown
107,92,unknown
107,93,unknown
107,94,unknown
107,95,unknown
107,96,unknown
107,97,unknown
107,98,unknown
107,99,unknown
107,100,unknown
107,101,unknown
107,102,unknown
107,103,unknown
107,104,unknown
107,105,unknown
107,106,unknown
107,107,unknown
107,108,unknown
107,109,unknown
107,110,unknown
107,111,unknown
107,112,unknown
107,113,A
107,114,A
107,115,A
107,116,A
107,117,unknown
107,118,B
107,119,unknown
107,120,C
107,121,unknown
107,122,unknown
107,123,unknown
107,124,unknown
108,68,unknown
108,69,unknown
108,70,unknown
108,71,unknown
108,72,unknown
108,73,unknown
108,74,unknown
108,75,unknown
108,76,unknown
108,77,unknown
108,78,unknown
108,79,unknown
108,80,unknown
108,81,unknown
108,82,unknown
108,83,unknown
108,84,unknown
108,85,unknown
108,86,unknown
108,87,unknown
108,88,unknown
108,89,unknown
108,90,unknown
108,91,unknown
108,92,unknown
108,93,unknown
108,94,unknown
108,95,unknown
108,96,unknown
108,97,unknown
108,98,unknown
108,99,unknown
108,100,unknown
108,101,unknown
108,102,unknown
108,103,unknown
108,104,unknown
108,105,unknown
108,106,unknown
108,107,unknown
108,108,unknown
108,109,unknown
108,110,unknown
108,111,unknown
108,112,unknown
108,113,unknown
108,114,unknown
108,115,A
108,116,unknown
108,117,unknown
108,118,A
108,119,A
108,120,A
108,121,A
108,122,unknown
108,123,B
108,124,unknown
109,68,unknown
109,69,unknown
109,70,unknown
109,71,unknown
109,72,unknown
109,73,unknown
109,74,unknown
109,75,unknown
109,76,unknown
109,77,unknown
109,78,unknown
109,79,unknown
109,80,unknown
109,81,unknown
109,82,unknown
109,83,unknown
109,84,unknown
109,85,unknown
109,86,unknown
109,87,unknown
109,88,unknown
109,89,unknown
109,90,unknown
109,91,unknown
109,92,unknown
109,93,unknown
109,94,unknown
109,95,unknown
109,96,unknown
109,97,unknown
109,98,unknown
109,99,unknown
109,100,unknown
109,101,unknown
109,102,unknown
109,103,unknown
109,104,unknown
109,105,unknown
109,106,unknown
109,107,unknown
109,108,unknown
109,109,unknown
109,110,unknown
109,111,unknown
109,112,unknown
109,113,unknown
109,114,unknown
109,115,unknown
109,116,unknown
109,117,unknown
109,118,A
109,119,A
109,120,A
109,121,A
109,122,B
109,123,B
109,124,C
